english,santhali_devanagari,source,verified
kith and kin,सुर सागाई ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
know-how,बाडाय-चेतल ्‌ ेका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
knowledgeable,बाडायिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour,कामीया ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour charges,कामीया ़ दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour contract,कामीया ़ ठिका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour court,कामीया ़ कोर्ट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour dispute,काम़ीया विवाद,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour force,कामीया ़ दाड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour laws,कामीया ़ आ़न,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour room,कामीया ़ ओड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour union,कामीया ़ गाँवता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
labour welfare,कामीया ़ भाला ़ ई़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land aquisition,हासा आरजाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land mark,सिमा चिहना,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land records,हासा खातयान,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land reforms,हासा सघ ु राव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land revenue,मालगुजारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land settlement,बदोबस्ती,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land tenure,पट्टेदारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
land use certificate,हासा बेवहार रे नाः सारीसाकाम ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
large scale,माराङते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
last date,मुचात़ ् माहित ़ ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lasting,केटे च ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lastly,मुच़ातर्‌े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
last payment,मुचात़ दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
late,गोयच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
late attendance statement,तायोम हाजरी विवरण,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
late duty,तायोम डिवटी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
late payment,तायोमते आम दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
latest,नावानाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
laudable,सारहावाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
launch,1. आंड़गो 2. एतोहोप ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
law,काऩ ुन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
law and order,कानुन आर वेवस्था,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
law breaker,आ़न राप़ ुदिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lawsuit,1. वाद 2.आ़नकागोच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lawyer,वकील,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
layoff,कामीबोंद ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
layout,1. नोक् ‌सा 2. लोक् ‌सा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leader,1. नेता 2. आ़युरिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leadership quality,आयुर रे नाः गुन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leaflet,पारे चा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leak,भेततेत लाय़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leap year,लिपइयार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
learning,चेदोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lease,पट्टा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leased accommodation,पट्टा ते ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leasehold,पट्टा ञाम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leaseholder,पट्टादार,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leasing,लिजिंग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave,1. छुट्टी 2. जिराव़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave encashment,छुट्टी रे नाः टाकाएम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave salary,छुट्टी रे नाः वेतन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave vacancy,छुट्टी खाली,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave without pay,छुट्टी बेगोर दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
leave with pay,छुट्टी साँवते दोरमाहा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
lecture hall,लेकचार ओड़ाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ledger,खाता बही,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
ledger balance,खाता सारे यच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
legacy,1. आ़इन 2. कानन ु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
legal,1. सारीयाः ़ 2. कानुनी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
legality,सारीते ़ त्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
legalization,सारीयाकात ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
legally,कानन ु ी लेकाते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
